0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.0025059361681363614,0.005,2000,5.e-12,1000,1,2355,2450
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.0026544222211549416,0.005,2000,5.e-12,1000,1,2355,2451
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.0028117066259517455,0.005,2000,5.e-12,1000,1,2355,2452
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.0029783107176450524,0.005,2000,5.e-12,1000,1,2355,2452
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.0031547867224009664,0.005,2000,5.e-12,1000,1,2355,2453
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.003341719587843073,0.005,2000,5.e-12,1000,1,2355,2453
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.0035397289219206898,0.005,2000,5.e-12,1000,1,2355,2451
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.0037494710466622794,0.005,2000,5.e-12,1000,1,2355,2447
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.003971641173621408,0.005,2000,5.e-12,1000,1,2355,2440
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.004206975708225976,0.005,2000,5.e-12,1000,1,2355,2425
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.004456254690668728,0.005,2000,5.e-12,1000,1,2355,2400
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.004720304381429618,0.005,2000,5.e-12,1000,1,2355,2360
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.005000000000000001,0.005,2000,5.e-12,1000,1,2355,2303
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.005296268625886445,0.005,2000,5.e-12,1000,1,2355,2228
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.005610092271509818,0.005,2000,5.e-12,1000,1,2355,2139
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.005942511137185092,0.005,2000,5.e-12,1000,1,2355,2041
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.006294627058970837,0.005,2000,5.e-12,1000,1,2355,1938
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.006667607160816621,0.005,2000,5.e-12,1000,1,2355,1836
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.007062687723113772,0.005,2000,5.e-12,1000,1,2355,1736
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.007481178280472169,0.005,2000,5.e-12,1000,1,2355,1640
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.007924465962305569,0.005,2000,5.e-12,1000,1,2355,1548
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.008394020090612802,0.005,2000,5.e-12,1000,1,2355,1462
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.008891397050194615,0.005,2000,5.e-12,1000,1,2355,1380
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.009418245447449004,0.005,2000,5.e-12,1000,1,2355,1302
0.001,0.05,0.5,0.005,0.01,"1/3",1000,0.00001,0.005,0.0099763115748444,0.005,2000,5.e-12,1000,1,2355,1229
